Species 1,Species 2,Dist,Std. Err
D83363 Staphylococcus epidermidis,AB009935 Staphylococcus caprae,0.0047673333,0.0018149039
AB646616 Staphylococcus saccharolyticus,AB009935 Staphylococcus caprae,0.0033597267,0.0014618926
AB009938 Staphylococcus delphini,AB009944 Staphylococcus pasteuri,0.0266596393,0.0043081967
AJ780976 Staphylococcus pseudintermedius,AB009944 Staphylococcus pasteuri,0.0266778750,0.0043600060
CAIB01000045 Staphylococcus intermedius,AB009944 Staphylococcus pasteuri,0.0245647944,0.0041238399
FXUZ01000000 Staphylococcus cornubiensis,AB009944 Staphylococcus pasteuri,0.0238932696,0.0041663366
KY019172 Staphylococcus ursi,AB009944 Staphylococcus pasteuri,0.0252734162,0.0041173784
X84731 Staphylococcus lutrae,AB009944 Staphylococcus pasteuri,0.0298531245,0.0046220068
HM484980 Staphylococcus agnetis,AB009944 Staphylococcus pasteuri,0.0246177490,0.0042733637
CP008747 Staphylococcus hyicus,AB009944 Staphylococcus pasteuri,0.0231770935,0.0041153203
D83360 Staphylococcus chromogenes,AB009944 Staphylococcus pasteuri,0.0255765275,0.0043531833
S83568 Staphylococcus schleiferi subsp. schleiferi,AB009944 Staphylococcus pasteuri,0.0270131795,0.0041557811
AB009945 Staphylococcus coagulans,AB009944 Staphylococcus pasteuri,0.0252846267,0.0039288943
D83364 Staphylococcus felis,AB009944 Staphylococcus pasteuri,0.0298239708,0.0045600002
MT442037 Staphylococcus canis,AB009944 Staphylococcus pasteuri,0.0173841067,0.0037712498
EU888120 Staphylococcus microti,AB009944 Staphylococcus pasteuri,0.0249459391,0.0039011096
FM242137 Staphylococcus rostri,AB009944 Staphylococcus pasteuri,0.0252992053,0.0041550977
FR733703 Staphylococcus muscae,AB009944 Staphylococcus pasteuri,0.0226230132,0.0037867933
D83358 Staphylococcus auricularis,AB009944 Staphylococcus pasteuri,0.0206893409,0.0037879806
AB233329 Staphylococcus carnosus subsp. utilis,AB009944 Staphylococcus pasteuri,0.0331607055,0.0049302718
EU727181 Staphylococcus carnosus subsp. carnosus,AB009944 Staphylococcus pasteuri,0.0287668104,0.0045290060
Y15750 Staphylococcus condimenti,AB009944 Staphylococcus pasteuri,0.0288062694,0.0045690818
Y15754 Staphylococcus piscifermentans,AB009944 Staphylococcus pasteuri,0.0288289296,0.0046260177
MK121623 Staphylococcus debuckii,AB009944 Staphylococcus pasteuri,0.0294622990,0.0044311603
D83373 Staphylococcus simulans,AB009944 Staphylococcus pasteuri,0.0320367196,0.0048027486
EU707796 Staphylococcus massiliensis,AB009944 Staphylococcus pasteuri,0.0327687686,0.0044573415
KY315825 Staphylococcus edaphicus,AB009944 Staphylococcus pasteuri,0.0176723308,0.0034180198
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,AB009944 Staphylococcus pasteuri,0.0176723308,0.0034180198
MH643903 Staphylococcus pseudoxylosus,AB009944 Staphylococcus pasteuri,0.0183585699,0.0034188934
AB233327 Staphylococcus saprophyticus subsp. bovis,AB009944 Staphylococcus pasteuri,0.0181897334,0.0035045186
MH431939 Staphylococcus caeli,AB009944 Staphylococcus pasteuri,0.0176801098,0.0033910553
D83374 Staphylococcus xylosus,AB009944 Staphylococcus pasteuri,0.0199917045,0.0036052621
AF004220 Staphylococcus succinus subsp. succinus,AB009944 Staphylococcus pasteuri,0.0224888246,0.0037379956
AJ320272 Staphylococcus casei,AB009944 Staphylococcus pasteuri,0.0240856812,0.0039696399
AF527483 Staphylococcus equorum subsp. linens,AB009944 Staphylococcus pasteuri,0.0246261645,0.0040344964
AB009939 Staphylococcus equorum subsp. equorum,AB009944 Staphylococcus pasteuri,0.0245949946,0.0040206629
AJ517414 Staphylococcus nepalensis,AB009944 Staphylococcus pasteuri,0.0244901955,0.0041200652
AB009933 Staphylococcus arlettae,AB009944 Staphylococcus pasteuri,0.0204315412,0.0036681750
D83361 Staphylococcus cohnii subsp. cohnii,AB009944 Staphylococcus pasteuri,0.0199738633,0.0036567318
AB009936 Staphylococcus urealyticus,AB009944 Staphylococcus pasteuri,0.0176543554,0.0033811799
CP027846 Staphylococcus kloosii,AB009944 Staphylococcus pasteuri,0.0210943132,0.0035932660
MW186933 Staphylococcus lloydii,AB009944 Staphylococcus pasteuri,0.0197193539,0.0035222074
MW186934 Staphylococcus durrellii,AB009944 Staphylococcus pasteuri,0.0211065448,0.0036785112
D83366 Staphylococcus gallinarum,AB009944 Staphylococcus pasteuri,0.0213697767,0.0036996904
KP716705 Staphylococcus argensis_{outgroup},AB009944 Staphylococcus pasteuri,0.0575909340,0.0075733715
AF322002 Staphylococcus pettenkoferi,AB009944 Staphylococcus pasteuri,0.0245486762,0.0041755857
FR821777 Staphylococcus argenteus,AB009944 Staphylococcus pasteuri,0.0197399771,0.0037231100
L36472 Staphylococcus aureus subsp. aureus,AB009944 Staphylococcus pasteuri,0.0204279444,0.0038160230
AY727530 Staphylococcus simiae,AB009944 Staphylococcus pasteuri,0.0192993257,0.0037396634
D83355 Staphylococcus aureus subsp. anaerobius,AB009944 Staphylococcus pasteuri,0.0199820244,0.0038087995
MF678963 Staphylococcus schweitzeri,AB009944 Staphylococcus pasteuri,0.0197822582,0.0039686240
OD916897 Staphylococcus roterodami,AB009944 Staphylococcus pasteuri,0.0190498627,0.0037288613
AB009937 Staphylococcus capitis subsp. urealyticus,AB009944 Staphylococcus pasteuri,0.0135563481,0.0031202962
L37599 Staphylococcus capitis subsp. capitis,AB009944 Staphylococcus pasteuri,0.0158740485,0.0033806605
D83363 Staphylococcus epidermidis,AB009944 Staphylococcus pasteuri,0.0137157811,0.0032614700
AB646616 Staphylococcus saccharolyticus,AB009944 Staphylococcus pasteuri,0.0162929695,0.0035328485
AB009935 Staphylococcus caprae,AB009944 Staphylococcus pasteuri,0.0142474228,0.0032376761
AB009938 Staphylococcus delphini,L37603 Staphylococcus warneri,0.0263904936,0.0043417028
AJ780976 Staphylococcus pseudintermedius,L37603 Staphylococcus warneri,0.0242627955,0.0041826445
CAIB01000045 Staphylococcus intermedius,L37603 Staphylococcus warneri,0.0242627955,0.0041826445
FXUZ01000000 Staphylococcus cornubiensis,L37603 Staphylococcus warneri,0.0239539456,0.0042389771
KY019172 Staphylococcus ursi,L37603 Staphylococcus warneri,0.0249823900,0.0041820786
X84731 Staphylococcus lutrae,L37603 Staphylococcus warneri,0.0285130966,0.0045943401
HM484980 Staphylococcus agnetis,L37603 Staphylococcus warneri,0.0246088105,0.0042522437
CP008747 Staphylococcus hyicus,L37603 Staphylococcus warneri,0.0228533310,0.0040982803
D83360 Staphylococcus chromogenes,L37603 Staphylococcus warneri,0.0242652746,0.0042513377
S83568 Staphylococcus schleiferi subsp. schleiferi,L37603 Staphylococcus warneri,0.0277910501,0.0043492268
AB009945 Staphylococcus coagulans,L37603 Staphylococcus warneri,0.0264088333,0.0041834364
D83364 Staphylococcus felis,L37603 Staphylococcus warneri,0.0285248414,0.0044696683
MT442037 Staphylococcus canis,L37603 Staphylococcus warneri,0.0166150738,0.0036188364
EU888120 Staphylococcus microti,L37603 Staphylococcus warneri,0.0250274790,0.0038643655
FM242137 Staphylococcus rostri,L37603 Staphylococcus warneri,0.0263915828,0.0041951057
FR733703 Staphylococcus muscae,L37603 Staphylococcus warneri,0.0236198712,0.0038615473
D83358 Staphylococcus auricularis,L37603 Staphylococcus warneri,0.0172754885,0.0034631284
AB233329 Staphylococcus carnosus subsp. utilis,L37603 Staphylococcus warneri,0.0309986569,0.0046969599
EU727181 Staphylococcus carnosus subsp. carnosus,L37603 Staphylococcus warneri,0.0264143177,0.0042763778
Y15750 Staphylococcus condimenti,L37603 Staphylococcus warneri,0.0264143177,0.0042980169
Y15754 Staphylococcus piscifermentans,L37603 Staphylococcus warneri,0.0264353892,0.0043645414
MK121623 Staphylococcus debuckii,L37603 Staphylococcus warneri,0.0271192961,0.0042141358
D83373 Staphylococcus simulans,L37603 Staphylococcus warneri,0.0307390038,0.0046000306
EU707796 Staphylococcus massiliensis,L37603 Staphylococcus warneri,0.0292923607,0.0042401593
KY315825 Staphylococcus edaphicus,L37603 Staphylococcus warneri,0.0179828625,0.0034070121
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,L37603 Staphylococcus warneri,0.0179828625,0.0034070121
MH643903 Staphylococcus pseudoxylosus,L37603 Staphylococcus warneri,0.0172849524,0.0033834752
AB233327 Staphylococcus saprophyticus subsp. bovis,L37603 Staphylococcus warneri,0.0189148871,0.0035226020
MH431939 Staphylococcus caeli,L37603 Staphylococcus warneri,0.0179909183,0.0034749173
D83374 Staphylococcus xylosus,L37603 Staphylococcus warneri,0.0172926907,0.0034027118
AF004220 Staphylococcus succinus subsp. succinus,L37603 Staphylococcus warneri,0.0186562021,0.0035198566
AJ320272 Staphylococcus casei,L37603 Staphylococcus warneri,0.0200554637,0.0037106056
AF527483 Staphylococcus equorum subsp. linens,L37603 Staphylococcus warneri,0.0229121318,0.0038503347
AB009939 Staphylococcus equorum subsp. equorum,L37603 Staphylococcus warneri,0.0222097449,0.0037928791
AJ517414 Staphylococcus nepalensis,L37603 Staphylococcus warneri,0.0252949013,0.0041940006
AB009933 Staphylococcus arlettae,L37603 Staphylococcus warneri,0.0221934852,0.0038080954
D83361 Staphylococcus cohnii subsp. cohnii,L37603 Staphylococcus warneri,0.0186781671,0.0034553597
AB009936 Staphylococcus urealyticus,L37603 Staphylococcus warneri,0.0165703979,0.0032565451
CP027846 Staphylococcus kloosii,L37603 Staphylococcus warneri,0.0193415603,0.0035226749
MW186933 Staphylococcus lloydii,L37603 Staphylococcus warneri,0.0193415603,0.0035247809
MW186934 Staphylococcus durrellii,L37603 Staphylococcus warneri,0.0193529387,0.0035958031
D83366 Staphylococcus gallinarum,L37603 Staphylococcus warneri,0.0186535804,0.0035736050
KP716705 Staphylococcus argensis_{outgroup},L37603 Staphylococcus warneri,0.0550633548,0.0076776009
AF322002 Staphylococcus pettenkoferi,L37603 Staphylococcus warneri,0.0256579752,0.0043885977
FR821777 Staphylococcus argenteus,L37603 Staphylococcus warneri,0.0207816990,0.0038112243
L36472 Staphylococcus aureus subsp. aureus,L37603 Staphylococcus warneri,0.0200816939,0.0038153365
AY727530 Staphylococcus simiae,L37603 Staphylococcus warneri,0.0172640035,0.0035383336
D83355 Staphylococcus aureus subsp. anaerobius,L37603 Staphylococcus warneri,0.0193794665,0.0037274195
MF678963 Staphylococcus schweitzeri,L37603 Staphylococcus warneri,0.0197979232,0.0039579993
OD916897 Staphylococcus roterodami,L37603 Staphylococcus warneri,0.0186805747,0.0036892015
AB009937 Staphylococcus capitis subsp. urealyticus,L37603 Staphylococcus warneri,0.0158637486,0.0035354771
L37599 Staphylococcus capitis subsp. capitis,L37603 Staphylococcus warneri,0.0165806153,0.0035577089
D83363 Staphylococcus epidermidis,L37603 Staphylococcus warneri,0.0130764813,0.0032050836
AB646616 Staphylococcus saccharolyticus,L37603 Staphylococcus warneri,0.0172580705,0.0037623077
AB009935 Staphylococcus caprae,L37603 Staphylococcus warneri,0.0151774451,0.0034778178
AB009944 Staphylococcus pasteuri,L37603 Staphylococcus warneri,0.0054697065,0.0019915453
AB009938 Staphylococcus delphini,FJ389206 Staphylococcus devriesei,0.0273651601,0.0042666464
AJ780976 Staphylococcus pseudintermedius,FJ389206 Staphylococcus devriesei,0.0263382187,0.0041991183
CAIB01000045 Staphylococcus intermedius,FJ389206 Staphylococcus devriesei,0.0239145066,0.0039621448
FXUZ01000000 Staphylococcus cornubiensis,FJ389206 Staphylococcus devriesei,0.0267555897,0.0043245085
KY019172 Staphylococcus ursi,FJ389206 Staphylococcus devriesei,0.0265602528,0.0041536171
X84731 Staphylococcus lutrae,FJ389206 Staphylococcus devriesei,0.0256365104,0.0042037251
HM484980 Staphylococcus agnetis,FJ389206 Staphylococcus devriesei,0.0268117327,0.0043435249
CP008747 Staphylococcus hyicus,FJ389206 Staphylococcus devriesei,0.0251945996,0.0041686244
D83360 Staphylococcus chromogenes,FJ389206 Staphylococcus devriesei,0.0255739288,0.0041907228
S83568 Staphylococcus schleiferi subsp. schleiferi,FJ389206 Staphylococcus devriesei,0.0289877814,0.0042890735
AB009945 Staphylococcus coagulans,FJ389206 Staphylococcus devriesei,0.0280824744,0.0042208933
D83364 Staphylococcus felis,FJ389206 Staphylococcus devriesei,0.0305341919,0.0046167549
MT442037 Staphylococcus canis,FJ389206 Staphylococcus devriesei,0.0184287993,0.0038881585
EU888120 Staphylococcus microti,FJ389206 Staphylococcus devriesei,0.0270067335,0.0040705125
FM242137 Staphylococcus rostri,FJ389206 Staphylococcus devriesei,0.0297537137,0.0044556368
FR733703 Staphylococcus muscae,FJ389206 Staphylococcus devriesei,0.0226680757,0.0037747392
D83358 Staphylococcus auricularis,FJ389206 Staphylococcus devriesei,0.0213624142,0.0036449126
AB233329 Staphylococcus carnosus subsp. utilis,FJ389206 Staphylococcus devriesei,0.0302711702,0.0044669786
EU727181 Staphylococcus carnosus subsp. carnosus,FJ389206 Staphylococcus devriesei,0.0248875073,0.0039726448
Y15750 Staphylococcus condimenti,FJ389206 Staphylococcus devriesei,0.0245898008,0.0039525967
Y15754 Staphylococcus piscifermentans,FJ389206 Staphylococcus devriesei,0.0252824577,0.0039890571
MK121623 Staphylococcus debuckii,FJ389206 Staphylococcus devriesei,0.0252296329,0.0038358159
D83373 Staphylococcus simulans,FJ389206 Staphylococcus devriesei,0.0291664973,0.0043673212
EU707796 Staphylococcus massiliensis,FJ389206 Staphylococcus devriesei,0.0340826944,0.0047561646
KY315825 Staphylococcus edaphicus,FJ389206 Staphylococcus devriesei,0.0172279583,0.0034111442
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,FJ389206 Staphylococcus devriesei,0.0178950223,0.0034729020
MH643903 Staphylococcus pseudoxylosus,FJ389206 Staphylococcus devriesei,0.0190959947,0.0035816997
AB233327 Staphylococcus saprophyticus subsp. bovis,FJ389206 Staphylococcus devriesei,0.0189633096,0.0036907826
MH431939 Staphylococcus caeli,FJ389206 Staphylococcus devriesei,0.0179027038,0.0034941426
D83374 Staphylococcus xylosus,FJ389206 Staphylococcus devriesei,0.0200477224,0.0037365828
AF004220 Staphylococcus succinus subsp. succinus,FJ389206 Staphylococcus devriesei,0.0225919459,0.0038289797
AJ320272 Staphylococcus casei,FJ389206 Staphylococcus devriesei,0.0234728311,0.0039614110
AF527483 Staphylococcus equorum subsp. linens,FJ389206 Staphylococcus devriesei,0.0205947508,0.0037412098
AB009939 Staphylococcus equorum subsp. equorum,FJ389206 Staphylococcus devriesei,0.0211590949,0.0038463818
AJ517414 Staphylococcus nepalensis,FJ389206 Staphylococcus devriesei,0.0237876376,0.0040446504
AB009933 Staphylococcus arlettae,FJ389206 Staphylococcus devriesei,0.0170103167,0.0033770114
D83361 Staphylococcus cohnii subsp. cohnii,FJ389206 Staphylococcus devriesei,0.0151127067,0.0032375300
AB009936 Staphylococcus urealyticus,FJ389206 Staphylococcus devriesei,0.0163218281,0.0033824254
CP027846 Staphylococcus kloosii,FJ389206 Staphylococcus devriesei,0.0225597312,0.0037994873
MW186933 Staphylococcus lloydii,FJ389206 Staphylococcus devriesei,0.0225597312,0.0037876305
MW186934 Staphylococcus durrellii,FJ389206 Staphylococcus devriesei,0.0198667903,0.0035709371
D83366 Staphylococcus gallinarum,FJ389206 Staphylococcus devriesei,0.0200090613,0.0036688694
KP716705 Staphylococcus argensis_{outgroup},FJ389206 Staphylococcus devriesei,0.0586229473,0.0073225339
AF322002 Staphylococcus pettenkoferi,FJ389206 Staphylococcus devriesei,0.0252445607,0.0040269380
FR821777 Staphylococcus argenteus,FJ389206 Staphylococcus devriesei,0.0218515575,0.0036099617
L36472 Staphylococcus aureus subsp. aureus,FJ389206 Staphylococcus devriesei,0.0225215320,0.0037391398
AY727530 Staphylococcus simiae,FJ389206 Staphylococcus devriesei,0.0185465641,0.0035280669
D83355 Staphylococcus aureus subsp. anaerobius,FJ389206 Staphylococcus devriesei,0.0220572257,0.0037339243
MF678963 Staphylococcus schweitzeri,FJ389206 Staphylococcus devriesei,0.0246109455,0.0042822041
OD916897 Staphylococcus roterodami,FJ389206 Staphylococcus devriesei,0.0205122524,0.0035465809
AB009937 Staphylococcus capitis subsp. urealyticus,FJ389206 Staphylococcus devriesei,0.0176759177,0.0033394790
L37599 Staphylococcus capitis subsp. capitis,FJ389206 Staphylococcus devriesei,0.0186779460,0.0033913022
D83363 Staphylococcus epidermidis,FJ389206 Staphylococcus devriesei,0.0144092688,0.0030616982
AB646616 Staphylococcus saccharolyticus,FJ389206 Staphylococcus devriesei,0.0194768104,0.0035354370
AB009935 Staphylococcus caprae,FJ389206 Staphylococcus devriesei,0.0169998563,0.0031995946
AB009944 Staphylococcus pasteuri,FJ389206 Staphylococcus devriesei,0.0128744232,0.0029884881
L37603 Staphylococcus warneri,FJ389206 Staphylococcus devriesei,0.0151847778,0.0032720258
AB009938 Staphylococcus delphini,MT671558 Staphylococcus caledonicus,0.0333332478,0.0054298132
AJ780976 Staphylococcus pseudintermedius,MT671558 Staphylococcus caledonicus,0.0305856719,0.0051937784
CAIB01000045 Staphylococcus intermedius,MT671558 Staphylococcus caledonicus,0.0296227438,0.0051065953
FXUZ01000000 Staphylococcus cornubiensis,MT671558 Staphylococcus caledonicus,0.0330969327,0.0056318691
KY019172 Staphylococcus ursi,MT671558 Staphylococcus caledonicus,0.0314591225,0.0052155277
X84731 Staphylococcus lutrae,MT671558 Staphylococcus caledonicus,0.0292134250,0.0051714683
HM484980 Staphylococcus agnetis,MT671558 Staphylococcus caledonicus,0.0318565656,0.0054012253
CP008747 Staphylococcus hyicus,MT671558 Staphylococcus caledonicus,0.0296054667,0.0052466863
D83360 Staphylococcus chromogenes,MT671558 Staphylococcus caledonicus,0.0310479990,0.0052661099
S83568 Staphylococcus schleiferi subsp. schleiferi,MT671558 Staphylococcus caledonicus,0.0357779946,0.0055996065
AB009945 Staphylococcus coagulans,MT671558 Staphylococcus caledonicus,0.0323731710,0.0052063523
